SubstanceID	Canc2_1	gen	non gen	Ind_Canc	Ind_Non_Genotox	Product					
1123	1	3	3	0	0	0					
1124	1			0	1	0					
1125	1	3		0	0	0					
1126	3	3		1	0	0					
1127	3			1	1	1					
1128	1	3		0	0	0					
1129	1	3		0	0	0					
1130	1			0	1	0					
1131	3			1	1	1					
1132	1			0	1	0					
1133	1			0	1	0					
1134	1			0	1	0					
1135	1			0	1	0					
1136	3			1	1	1					
1137	3			1	1	1					
1138	1			0	1	0					
1139	3			1	1	1					
1140	3	3		1	0	0					
1141	3	3		1	0	0					
1142	1			0	1	0					
1143	1			0	1	0					
1144	3	3		1	0	0					
1145	3	3		1	0	0					
1146	3	3		1	0	0					
1147	1			0	1	0					
1148	1			0	1	0					
1149	1	3	3	0	0	0					
1150	1			0	1	0					
1151	3	3		1	0	0					
1152	1			0	1	0					
1153	3			1	1	1					
				718	539						
